title,year,infobox,critics_count,critics_score,audience_count,audience_score,suppliers_list,rottentomatoes_year,rottentomatoes_genre,rottentomatoes_length
Gimme Shelter,1970,"{'Directed by': ['Albert and David Maysles', 'Charlotte Zwerin', '', ''], 'Produced by': ['Porter Bibb', '', ''], 'Starring': ['The Rolling Stones', '', ''], 'Cinematography': ['Albert and David Maysles', '', ''], 'Edited by': ['Ellen Hovde', 'Charlotte Zwerin', '', ''], 'Production companies': ['Maysles Films Penforta', ''], 'Distributed by': ['Cinema 5', '', ''], 'Release date': ['December 6, 1970', '', ''], 'Running time': ['91 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",30 Reviews,93,"5,000+ Ratings",91,"[('amazon-prime-video-us', 'Rent/buy')]",1970, Documentary, 1h 30m
Gods of the Plague,1970,"{'Directed by': ['Rainer Werner Fassbinder', '', ''], 'Written by': ['Rainer Werner Fassbinder', '', ''], 'Produced by': ['Rainer Werner Fassbinder', 'Michael Fengler', 'Peer Raben', '', ''], 'Cinematography': ['Dietrich Lohmann', '', ''], 'Edited by': ['Rainer Werner Fassbinder', 'Thea Eymèsz', '', ''], 'Music by': ['Peer Raben', '', ''], 'Production company': ['Antiteater-X-Film GmbH', ''], 'Distributed by': ['Basis-Film-Verleih GmbH', '', ''], 'Release date': ['4 April 1970 (', ')', 'Vienna International Film Festival', '', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['West Germany', '', ''], 'Language': ['German', '', ''], 'Budget': [' 180,000', 'DM', '', '']}",5 Reviews,80,250+ Ratings,45,,1970, Crime/Drama, 1h 32m
Goin' Down the Road,1970,"{'Directed by': ['Donald Shebib', '', ''], 'Written by': [' ', ' Donald Shebib', 'William Fruet', '', ''], 'Produced by': ['Donald Shebib', '', ''], 'Starring': [' ', ' ', ' ', ' ', ' ', ' ', 'Doug McGrath', 'Paul Bradley', 'Jayne Eastwood', 'Cayle Chernin', '', ''], 'Cinematography': ['Richard Leiterman', '', ''], 'Edited by': ['Donald Shebib', '', ''], 'Music by': ['Bruce Cockburn', '', ''], 'Distributed by': ['Chevron Pictures', '', ''], 'Release dates': ['2\xa0July\xa01970', ' (Canada)', '19\xa0October\xa01970', ' (U.S.)', '\n \n', ''], 'Running time': ['90 minutes', '', ''], 'Country': ['Canada', '', ''], 'Language': ['English', '', ''], 'Budget': ['$85,000', '', ''], 'Box office': ['$150,000', '', '']}",4 Reviews,,250+ Ratings,83,,1970, Drama, 1h 30m
Halls of Anger,1970,"{'Directed by': ['Paul Bogart', '', ''], 'Written by': ['John Herman Shaner', 'Al Ramrus', '', ''], 'Produced by': ['Herbert Hirschman', 'Walter Mirisch', '', ''], 'Starring': ['James A. Watson Jr.', 'Calvin Lockhart', 'Janet MacLachlan', 'Jeff Bridges', '', ''], 'Cinematography': ['Burnett Guffey', '', ''], 'Edited by': ['Bud Molin', '', ''], 'Music by': ['Dave Grusin', '', ''], 'Production company': ['', 'The Mirisch Corporation'], 'Distributed by': ['United Artists', '', ''], 'Release date': ['April\xa029,\xa01970', ' (United States)', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1.6 million', '', '']}",1 Reviews,,Fewer than 50 Ratings,30,,1969, Drama, 1h 40m
"Hi, Mom!",1970,"{'Directed by': ['Brian De Palma', '', ''], 'Screenplay by': ['Brian De Palma', '', ''], 'Story by': ['Charles Hirsch', 'Brian De Palma', '\n \n', ''], 'Produced by': ['Charles Hirsch', '', ''], 'Starring': ['Charles Durning', 'Robert De Niro', 'Jennifer Salt', 'Gerrit Graham', 'Lara Parker', 'Allen Garfield', '\n \n', ''], 'Cinematography': ['Robert Elfstrom', '', ''], 'Edited by': ['Paul Hirsch', '', ''], 'Music by': ['Eric Kaz', '', ''], 'Production company': ['West End Films', ''], 'Distributed by': ['Sigma III', '', ''], 'Release date': ['April\xa027,\xa01970', '\n \n', ''], 'Running time': ['87 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",11 Reviews,73,"2,500+ Ratings",56,,1970, Comedy, 1h 27m
Hoffman,1970,"{'Directed by': ['Alvin Rakoff', '', ''], 'Written by': ['Ernest Gébler', '', ''], 'Based on': ['the novel ', ' by ', 'Ernest Gebler', '', ''], 'Produced by': ['Ben Arbeid', '', ''], 'Starring': ['Peter Sellers', 'Sinéad Cusack', 'Ruth Dunning', 'Jeremy Bulloch', '', ''], 'Cinematography': ['Gerry Turpin', '', ''], 'Edited by': ['Barrie Vince', '', ''], 'Music by': ['Ron Grainer', '', ''], 'Production companies': [' (ABPC) Longstone Film Productions', 'Associated British Picture Corporation'], 'Distributed by': [' (UK)', 'Anglo-EMI', '', ''], 'Release date': ['July\xa016,\xa01970', '\n \n', ''], 'Running time': ['113 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}",4 Reviews,,250+ Ratings,76,,1970, Comedy, 1h 56m
The Hawaiians,1970,"{'Directed by': ['Tom Gries', '', ''], 'Written by': [' (novel)', 'James Michener', 'James R. Webb', '', ''], 'Produced by': ['Walter Mirisch', '', ''], 'Starring': ['Charlton Heston', 'Tina Chen', 'Geraldine Chaplin', 'Mako', '', ''], 'Cinematography': ['Lucien Ballard', 'Philip H. Lathrop', '', ''], 'Edited by': ['Ralph E. Winters', 'Byron W. Brandt', '', ''], 'Music by': ['Henry Mancini', '', ''], 'Production company': ['', 'The Mirisch Production Company'], 'Distributed by': ['United Artists', '', ''], 'Release date': ['17 June 1970', '', ''], 'Running time': ['134 minutes', '', ''], 'Language': ['English', '', ''], 'Box office': ['$2.3 million (US/ Canada rentals)', '', '']}",2 Reviews,,100+ Ratings,50,"[('itunes', 'Rent/buy')]",1970, Drama, 2h 14m
Hornets' Nest,1970,"{'Directed by': ['Phil Karlson', 'Franco Cirino', '', ''], 'Written by': [' (story)', 'Stanley Colbert', 'S.S. Schweitzer', '', ''], 'Produced by': ['Stanley S. Canter', '', ''], 'Starring': ['Rock Hudson', 'Mark Colleano', 'Sylva Koscina', 'Sergio Fantoni', 'Giacomo Rossi-Stuart', 'Jacques Sernas', '', ''], 'Cinematography': ['Gábor Pogány', '', ''], 'Edited by': ['J. Terry Williams', '', ''], 'Music by': ['Ennio Morricone', '', ''], 'Distributed by': ['United Artists', '', ''], 'Release date': ['September 9, 1970', '', ''], 'Running time': ['110 minutes', '', ''], 'Countries': ['USA', 'Italy', '', ''], 'Languages': ['English', 'German', 'Italian', '', '']}",1 Reviews,,50+ Ratings,33,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Subscription'), ('itunes', 'Rent/buy')]",1970, War/Drama, 1h 50m
I Never Sang for My Father,1970,"{'Directed by': ['Gilbert Cates', '', ''], 'Written by': ['Robert Anderson', '', ''], 'Produced by': ['Gilbert Cates', '', ''], 'Starring': [' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', 'Melvyn Douglas', 'Gene Hackman', 'Dorothy Stickney', 'Estelle Parsons', 'Elizabeth Hubbard', '', ''], 'Cinematography': ['Morris Hartzband ', ' George Stoetzel', '', ''], 'Edited by': ['Angelo Ross', '', ''], 'Music by': [' ', ' ', 'Al Gorgoni', 'Barry Mann', '', ''], 'Distributed by': ['Columbia Pictures', '', ''], 'Release date': ['October\xa018,\xa01970', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",9 Reviews,100,250+ Ratings,81,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1970, Drama, 1h 30m
House of Dark Shadows,1970,"{'Directed by': ['Dan Curtis', '', ''], 'Written by': ['Sam Hall', 'Gordon Russell', '', ''], 'Produced by': ['Dan Curtis', '', ''], 'Starring': ['David Henesy', 'Jonathan Frid', 'Grayson Hall', 'Kathryn Leigh Scott', 'Roger Davis', 'Nancy Barrett', 'John Karlen', 'Louis Edmonds', 'Donald Briscoe', 'Dennis Patrick', 'Joan Bennett', '', ''], 'Cinematography': ['Arthur Ornitz', '', ''], 'Edited by': ['Arline Garson', '', ''], 'Music by': ['Robert Cobert', '', ''], 'Distributed by': [' ', 'Metro-Goldwyn-Mayer', '', ''], 'Release date': ['October\xa028,\xa01970', '\n \n', ''], 'Running time': ['97 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$750,000 (estimated)', '', ''], 'Box office': ['$1,836,000 (US/ Canada rentals)', '', '']}",7 Reviews,43,500+ Ratings,71,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1970, Horror, 1h 38m
How Do I Love Thee?,1970,"{'Directed by': ['Michael Gordon', '', ''], 'Written by': ['Everett Freeman', 'Karl Tunberg', '', ''], 'Based on': ['by ', 'Peter De Vries', '', ''], 'Produced by': ['Robert Enders', 'Everett Freeman', '', ''], 'Starring': ['Jackie Gleason', '', ''], 'Cinematography': ['Russell Metty', '', ''], 'Edited by': ['Ronald Sinclair', '', ''], 'Music by': ['Randy Sparks', '', ''], 'Production companies': ['Freeman-Enders', 'ABC Pictures'], 'Distributed by': ['Cinerama Releasing Corporation', '', ''], 'Release date': ['October\xa01,\xa01970', '\n \n', ''], 'Running time': ['110 mins.', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,975,000', '', ''], 'Box office': ['$275,000', '', '']}",0 Reviews,,Fewer than 50 Ratings,,,1970, Comedy/Drama, 1h 38m
Husbands,1970,"{'Directed by': ['John Cassavetes', '', ''], 'Written by': ['John Cassavetes', '', ''], 'Produced by': ['Al Ruban', '', ''], 'Starring': ['John Cassavetes', 'Ben Gazzara', 'Peter Falk', '', ''], 'Cinematography': ['Victor Kemper', '', ''], 'Color process': ['Color by Deluxe', '', ''], 'Production company': ['Faces Music', ''], 'Distributed by': ['Columbia Pictures', '', ''], 'Release date': ['December\xa08,\xa01970', '\n \n', ''], 'Running time': ['142 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1.7 million', '', '']}",34 Reviews,65,"1,000+ Ratings",79,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Subscription'), ('itunes', 'Rent/buy')]",1970, Comedy/Drama, 2h 18m
I Love My Wife,1970,"{'Directed by': ['Mel Stuart', '', ''], 'Written by': ['Robert Kaufman', '', ''], 'Produced by': ['Stan Margulies', 'Robert Kaufman', '(associate producer)', '(executive producer)', 'David L. Wolper', '', ''], 'Starring': ['Elliott Gould', 'Brenda Vaccaro', 'Angel Tompkins', '', ''], 'Music by': ['Lalo Schifrin', '', ''], 'Production company': ['Wolper Pictures Ltd.', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['December 21, 1970 (New York)', '', ''], 'Running time': ['98 min.', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",0 Reviews,,Fewer than 50 Ratings,,,1970, Comedy, 1h 35m
The Intruders,1970,"{'Directed by': ['William A. Graham', '', ''], 'Written by': ['William Douglas Lansford', 'Dean Riesner', '', ''], 'Produced by': ['James Duff McAdams', '', ''], 'Starring': ['Don Murray', 'Anne Francis', ""Edmond O'Brien"", 'John Saxon', '', ''], 'Cinematography': ['Ray Flin', '', ''], 'Edited by': ['Howard Terrill', '', ''], 'Music by': ['Dave Grusin', '', ''], 'Production company': ['', 'Universal Television'], 'Distributed by': ['Rank Film Distributors', 'National Broadcasting Company', '', ''], 'Release date': ['November\xa010,\xa01970', ' (United States)', '\n \n', ''], 'Running time': ['100 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",0 Reviews,,0 Ratings,,,1970, Western, 1h 36m
Investigation of a Citizen Above Suspicion,1970,"{'': ['', ''], 'Directed by': ['Elio Petri', '', ''], 'Screenplay by': ['Elio Petri', 'Ugo Pirro', '\n \n', ''], 'Produced by': ['Daniele Senatore', 'Marina Cicogna', '\n \n', ''], 'Starring': ['Gian Maria Volonté', 'Florinda Bolkan', '\n \n', ''], 'Cinematography': ['Luigi Kuveiller', '', ''], 'Edited by': ['Ruggero Mastroianni', '', ''], 'Music by': ['Ennio Morricone', '', ''], 'Production company': ['Vera Film', ''], 'Distributed by': ['Euro International Films', '', ''], 'Release date': ['9\xa0February\xa01970', ' (Italy)', '\n \n', ''], 'Running time': ['115 minutes', '', ''], 'Country': ['Italy', '', ''], 'Language': ['Italian', '', ''], 'Box office': ['1.928 billion', '₤', '', '']}",15 Reviews,100,"1,000+ Ratings",95,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Subscription'), ('itunes', 'Rent/buy')]",1970, Crime/Drama, 1h 55m
Where Spring Comes Late,1970,"{'Directed by': ['Yoji Yamada', '', ''], 'Screenplay by': ['Yoji Yamada', 'Akira Miyazaki', '', ''], 'Starring': [' ', ' ', ' ', ' ', 'Chieko Baisho', 'Hisashi Igawa', 'Chishū Ryū', '', ''], 'Production company': ['', 'Shochiku'], 'Release date': ['October\xa024,\xa01970', '\n \n', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', '']}",0 Reviews,,0 Ratings,,,2017, Comedy, 1h 55m
Kelly's Heroes,1970,"{'Directed by': ['Brian G. Hutton', '', ''], 'Written by': ['Troy Kennedy Martin', '', ''], 'Produced by': ['Harold Loeb', 'Gabriel Katzka', 'Sidney Beckerman', '', ''], 'Starring': ['Clint Eastwood', 'Telly Savalas', 'Don Rickles', ""Carroll O'Connor"", 'Donald Sutherland', '', ''], 'Cinematography': ['Gabriel Figueroa', '', ''], 'Edited by': ['John Jympson', '', ''], 'Music by': ['Lalo Schifrin', '', ''], 'Production companies': ['Katzka-Loeb Productions The Warriors Company', 'Avala Film'], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['June\xa023,\xa01970', ' (US)', '\n \n', ''], 'Running time': ['146 minutes', '', ''], 'Countries': ['United States', 'Yugoslavia', '', ''], 'Language': ['English', '', ''], 'Budget': ['$4 million', '', ''], 'Box office': ['$5.2 million (rentals)', '', ''], 'Released': ['1970', '', ''], 'Recorded': ['April 21 and June, 1970', '', ''], '': ['Mike Curb and Jesse Kaye', '', '']}",23 Reviews,78,"25,000+ Ratings",88,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1970, War, 2h 25m
I Walk the Line,1970,"{'Directed by': ['John Frankenheimer', '', ''], 'Screenplay by': ['Alvin Sargent', '', ''], 'Based on': ['by ', 'Madison Jones', '', ''], 'Produced by': ['Harold D. Cohen', 'Edward Lewis', '', ''], 'Starring': ['Gregory Peck', 'Tuesday Weld', '', ''], 'Cinematography': ['David M. Walsh', '', ''], 'Edited by': ['Henry Berman', '', ''], 'Music by': ['Johnny Cash', '', ''], 'Distributed by': ['Columbia Pictures', '', ''], 'Release dates': ['October\xa012,\xa01970', ' (Premiere)', 'November\xa018,\xa01970', ' (US)', '\n \n', ''], 'Running time': ['95 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",4 Reviews,,250+ Ratings,71,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1970, Drama, 1h 35m
The Invincible Six,1970,"{'Directed by': ['Jean Negulesco', '', ''], 'Written by': [' (novel)', 'Michael Barrett', 'Guy Elmes', 'Chester Erskine', '', ''], 'Produced by': ['Mostafa Akavan', 'Morteza Akhavan', '', ''], 'Starring': ['Stuart Whitman', 'Elke Sommer', 'Curd Jürgens', 'James Mitchum', '', ''], 'Music by': ['Manos Hatzidakis', '', ''], 'Production company': ['Moulin Rouge Productions', ''], 'Distributed by': [' (UK)', 'Continental Distributing (US)', 'Paramount British Pictures', '', ''], 'Release date': ['10\xa0June\xa01970', '\n \n', ''], 'Running time': ['103 minutes', '', ''], 'Countries': ['Iran', 'United States', '', ''], 'Languages': ['English', 'Persian', '', '']}",0 Reviews,,Fewer than 50 Ratings,,,1970, Adventure, 1h 36m
Jenny,1970,"{'Directed by': ['George Bloomfield', '', ''], 'Screenplay by': ['George Bloomfield', 'Martin Lavut', '', ''], 'Story by': ['Diana Gould', '', ''], 'Produced by': ['Edgar J. Scherick', '', ''], 'Starring': ['Stephen Strimpell', 'Michael Mislove', 'Marlo Thomas', 'Alan Alda', 'Marian Hailey', 'Phil Bruns', 'Charlotte Rae', 'Vincent Gardenia', 'Elizabeth Wilson', 'Fred Willard', '', ''], 'Cinematography': ['David L. Quaid', '', ''], 'Edited by': ['Kent McKinney', '', ''], 'Music by': ['Michael Small', '', ''], 'Production companies': ['Palomar Pictures', 'ABC Pictures'], 'Distributed by': ['Cinerama Releasing Corporation', '', ''], 'Release date': ['January\xa02,\xa01970', '\n \n', ''], 'Running time': ['89 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,550,000', '', ''], 'Box office': ['$2,825,000', '', '']}",0 Reviews,,Fewer than 50 Ratings,,,1970, Drama, 1h 28m
Joe,1970,"{'Directed by': ['John G. Avildsen', '', ''], 'Written by': ['Norman Wexler', '', ''], 'Produced by': ['David Gil', '', ''], 'Starring': ['Audrey Caire', 'Patrick McDermott', 'Peter Boyle', 'Dennis Patrick', 'Susan Sarandon', 'K Callan', '', ''], 'Cinematography': ['John G. Avildsen', '', ''], 'Edited by': ['George T. Norris', '', ''], 'Music by': ['Bobby Scott', '', ''], 'Distributed by': ['Cannon Group', '', ''], 'Release date': ['July\xa015,\xa01970', '\n \n', ''], 'Running time': ['107 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$106,000', '', ''], 'Box office': ['$26 million', '', '']}",11 Reviews,82,"1,000+ Ratings",63,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy')]",1970, Drama, 1h 47m
Kati Patang,1970,"{'Directed by': ['Shakti Samanta', '', ''], 'Written by': ['Vrajendra Gaur', 'Gulshan Nanda', '', ''], 'Based on': [' (1948 Novel) by ', ' ', 'Cornell Woolrich', '', ''], 'Produced by': ['Shakti Samanta', '', ''], 'Starring': ['Asha Parekh', 'Rajesh Khanna', 'Prem Chopra', 'Bindu', 'Nazir Hussain', '', ''], 'Cinematography': ['V. Gopi Krishna', '', ''], 'Edited by': ['Govind Dalwadi', '', ''], 'Music by': ['Rahul Dev Burman', '', ''], 'Production companies': ['Naini Lake Nainital Club Natraj Studios Ranikhet', ''], 'Distributed by': ['Shakti Films', 'United Producers', 'Asian Television Network', '', ''], 'Release date': ['29\xa0January\xa01971', '\n \n', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Box office': [' (equivalent to ', '154\xa0crore or US$19\xa0million in 2020)', '', ''], 'Released': ['December 01, 1970', '', ''], 'Recorded': ['1970', '', ''], '': ['Shakti Samanta', '', ''], 'Length': ['', '']}",0 Reviews,,100+ Ratings,81,,1970, Romance/Drama, 2h 40m
Khilona,1970,"{'Directed by': ['Chander Vohra', '', ''], 'Written by': [' ', 'Aghajani Kashmeri', '', ''], 'Screenplay by': ['Gulshan Nanda', '', ''], 'Story by': ['Gulshan Nanda', '', ''], 'Based on': [' (1963)', '', ''], 'Produced by': ['L. V. Prasad', '', ''], 'Starring': ['Sanjeev Kumar', 'Mumtaz', 'Shatrughan Sinha', 'Jeetendra', '', ''], 'Cinematography': ['Dwarka Divecha', '', ''], 'Edited by': ['Shivaji Awdhut', '', ''], 'Music by': ['Laxmikant–Pyarelal', '', ''], 'Production company': ['', 'Prasad Productions Pvt. Ltd.'], 'Release date': ['8\xa0April\xa01970', '\n \n', ''], 'Running time': ['160 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Box office': ['3,50,00,000', '', '']}",0 Reviews,,50+ Ratings,,"[('amazon-prime-video-us', 'Rent/buy')]",1970, Drama, 2h 40m
Flap,1970,"{'Directed by': ['Carol Reed', '', ''], 'Screenplay by': ['Clair Huffaker', '', ''], 'Based on': ['by Clair Huffaker', '', ''], 'Produced by': ['Jerry Adler (1929-1993)', '', ''], 'Starring': ['Anthony Quinn', 'Claude Akins', 'Tony Bill', 'Shelley Winters', 'Victor Jory', '', ''], 'Cinematography': [', ', 'Fred J. Koenekamp', 'A.S.C.', '', ''], 'Edited by': [', ', 'Frank Bracht', 'A.C.E.', '', ''], 'Music by': ['Marvin Hamlisch', '', ''], 'Production company': ['Cine Vesta Associates', ''], 'Distributed by': ['Warner Bros. Inc.', '', ''], 'Release date': ['November\xa01970', '\n \n', ''], 'Running time': ['106 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",0 Reviews,,250+ Ratings,36,"[('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1970, Comedy/Drama, 1h 47m
Let It Be,1970,"{'Directed by': ['Michael Lindsay-Hogg', '', ''], 'Produced by': ['Neil Aspinall', '', ''], 'Starring': ['The Beatles', '', ''], 'Cinematography': ['Anthony B. Richmond', '', ''], 'Edited by': ['Tony Lenny', '', ''], 'Music by': ['John Lennon', 'Paul McCartney', 'George Harrison', 'Ringo Starr', '', ''], 'Production companies': ['', 'Apple Films ABKCO Industries'], 'Distributed by': ['United Artists', '', ''], 'Release dates': ['13\xa0May\xa01970', ' (', ')', '20\xa0May\xa01970', ' (United Kingdom)', 'New York City', '\n \n', ''], 'Running time': ['80 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}",12 Reviews,75,"5,000+ Ratings",88,,1970, Documentary, 1h 28m
The Landlord,1970,"{'Directed by': ['Hal Ashby', '', ''], 'Screenplay by': ['Bill Gunn', '', ''], 'Based on': ['by ', 'Kristin Hunter', '', ''], 'Produced by': ['Norman Jewison', '', ''], 'Starring': ['Beau Bridges', 'Lee Grant', 'Diana Sands', 'Pearl Bailey', '', ''], 'Cinematography': ['Gordon Willis', '', ''], 'Edited by': ['William A. Sawyer', 'Edward Warschilka', '', ''], 'Music by': ['Al Kooper', '', ''], 'Production companies': ['Cartier Productions', 'Mirisch Company'], 'Distributed by': ['United Artists', '', ''], 'Release date': ['May\xa020,\xa01970', '\n \n', ''], 'Running time': ['113 minutes', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1.95 million', '', '']}",1 Reviews,,50+ Ratings,41,,2009, Comedy/Horror, 1h 35m
Leo the Last,1970,"{'Directed by': ['John Boorman', '', ''], 'Written by': ['Bill Stair', 'John Boorman', 'George Tabori', '', ''], 'Produced by': ['Robert Chartoff', 'Irwin Winkler', '', ''], 'Starring': ['Marcello Mastroianni', '', ''], 'Cinematography': ['Peter Suschitzky', '', ''], 'Edited by': ['Tom Priestley', '', ''], 'Music by': ['Fred Myrow', '', ''], 'Distributed by': ['United Artists', '', ''], 'Release date': ['11 May 1970', '', ''], 'Running time': ['104 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Budget': ['over £400,000', '', '']}",0 Reviews,,50+ Ratings,47,"[('amazon-prime-video-us', 'Subscription'), ('paramount-plus-us', 'Subscription')]",1970, Comedy/Drama, 1h 43m
The Liberation of L.B. Jones,1970,"{'Directed by': ['William Wyler', '', ''], 'Screenplay by': ['Jesse Hill Ford', 'Stirling Silliphant', '', ''], 'Based on': ['1965 novel', 'by ', 'Jesse Hill Ford', '', ''], 'Produced by': ['A. Ronald Lubin', '', ''], 'Starring': ['Lee J. Cobb', 'Anthony Zerbe', 'Roscoe Lee Browne', 'Lee Majors', 'Barbara Hershey', 'Yaphet Kotto', 'Chill Wills', 'Lola Falana', '', ''], 'Cinematography': ['Robert Surtees', '', ''], 'Edited by': ['Carl Kress', '', ''], 'Music by': ['Elmer Bernstein', '', ''], 'Production company': ['Liberation Company', ''], 'Distributed by': ['Columbia Pictures', '', ''], 'Release date': ['March\xa018,\xa01970', '\n \n', ''], 'Running time': ['102 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$3.5 million', '', ''], 'Box office': ['$1.3 million (US/ Canada rentals)', '', '']}",8 Reviews,63,Fewer than 50 Ratings,88,,1970, Drama, 1h 41m
Little Big Man,1970,"{'Directed by': ['Arthur Penn', '', ''], 'Screenplay by': ['Calder Willingham', '', ''], 'Based on': ['by ', 'Thomas Berger', '', ''], 'Produced by': ['Stuart Millar', '', ''], 'Starring': ['Dustin Hoffman', 'Martin Balsam', 'Jeff Corey', 'Chief Dan George', 'Faye Dunaway', '', ''], 'Cinematography': ['Harry Stradling Jr.', '', ''], 'Edited by': ['Dede Allen', '', ''], 'Music by': ['John Hammond', '', ''], 'Production company': ['', 'Cinema Center Films'], 'Distributed by': ['National General Pictures', '', ''], 'Release date': ['December\xa023,\xa01970', '\n \n', ''], 'Running time': ['147 minutes (uncut version)', '139 minutes (edited version)', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$15 million', '', ''], 'Box office': ['$31,559,552 (domestic)', '', '']}",27 Reviews,96,"10,000+ Ratings",87,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1970, Western, 2h 30m
M*A*S*H,1970,"{'Directed by': ['Robert Altman', '', ''], 'Screenplay by': ['Ring Lardner Jr.', '', ''], 'Based on': ['by ', 'Richard Hooker', '', ''], 'Produced by': ['Ingo Preminger', '', ''], 'Starring': ['Donald Sutherland', 'Elliott Gould', 'Tom Skerritt', 'Sally Kellerman', 'Robert Duvall', 'Roger Bowen', 'René Auberjonois', '\n \n', ''], 'Cinematography': ['Harold E. Stine', '', ''], 'Edited by': ['Danford B. Greene', '', ''], 'Music by': ['Johnny Mandel', '', ''], 'Production companies': ['', ''], 'Distributed by': ['20th Century Fox', '', ''], 'Release date': ['January\xa025,\xa01970', ' (United States)', '\n \n', ''], 'Running time': ['116 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$3.025\xa0million', '', ''], 'Box office': ['$81.6\xa0million', '', '']}",58 Reviews,84,"50,000+ Ratings",83,"[('vudu', 'Rent/buy'), ('apple-tv-plus-us', 'Rent/buy')]",1970, Comedy/War, 1h 56m
Little Fauss and Big Halsy,1970,"{'Directed by': ['Sidney J. Furie', '', ''], 'Written by': ['Charles K. Eastman', '', ''], 'Produced by': ['Albert S. Ruddy', '', ''], 'Starring': ['Robert Redford', 'Michael J. Pollard', 'Lauren Hutton', 'Noah Beery', 'Lucille Benson', '', ''], 'Cinematography': ['Ralph Woolsey', '', ''], 'Edited by': ['Argyle Nelson, Jr.', '', ''], 'Production company': ['Alfran Productions', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['October\xa021,\xa01970', '\n \n', ''], 'Running time': ['100 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",6 Reviews,33,250+ Ratings,47,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1970, Drama, 1h 39m
